playlist_name,playlist_id,followers,average_danceability,average_energy,average_key,average_loudness,average_mode,average_speechiness,average_acousticness,average_instrumentalness,average_liveness,average_valence,average_tempo,average_time_signature,average_duration_ms,total_duration,total_num,genre,max_popularity,avg_popularity
This is: Bruce Springsteen,37i9dQZF1DX9qkL85stcHs,53760,0.508037037,0.692838889,5.462962963,-8.9925,0.87037037,0.046409259,0.171916333,0.024706756,0.239440741,0.596612963,121.4357407,4,276175.0741,14913454,54,rock,72,43.5
This is: Cher,37i9dQZF1DX3w9f3pg1Dyc,35610,0.546361111,0.636555556,4.333333333,-9.099638889,0.694444444,0.050411111,0.294436694,0.000416821,0.195183333,0.517361111,129.2620556,3.916666667,221515.0833,7974543,36,pop,71,36.25
This is: Chuck Berry,37i9dQZF1DX0LonJ1uN97e,31310,0.640033333,0.687716667,4.216666667,-8.044583333,0.866666667,0.073345,0.663726667,0.04454635,0.194071667,0.827666667,128.8148333,3.883333333,173340.0333,10400402,60,rock,59,29.9
This Is: Daft Punk,37i9dQZF1DWZAkrucRF6Gq,170569,0.7275,0.699066667,5.6,-8.538366667,0.466666667,0.098506667,0.171539185,0.487726867,0.149846667,0.536173333,121.8865,4,284261.8,8527854,30,electronic,80,56.6
This Is: Eagles,37i9dQZF1DX9AUVnnnNUND,162116,0.545866667,0.535333333,5.155555556,-9.899555556,0.888888889,0.033626667,0.323057111,0.053482467,0.185713333,0.612331111,117.1007333,3.933333333,261141.1333,11751351,45,rock,80,51.02222222
"This Is: Earth, Wind & Fire",37i9dQZF1DX3yvjXSVJwJV,83414,0.615291667,0.612166667,6.916666667,-10.57841667,0.666666667,0.044570833,0.329725,0.006446321,0.241570833,0.68375,115.4329167,3.958333333,294913.3333,7077920,24,rock,78,46.79166667
This Is: Elton John,37i9dQZF1DX7VulteLVOkq,132142,0.537756098,0.622463415,4.512195122,-8.847609756,0.804878049,0.039958537,0.264612195,0.035368904,0.158512195,0.55302439,129.0263902,3.951219512,284649.4878,11670629,41,rock,71,40
This is: Emeli SandÃ©,37i9dQZF1DXdRITMyVwc9y,14086,0.566576923,0.631884615,3.884615385,-6.601576923,0.615384615,0.086819231,0.336361154,0.004780879,0.276592308,0.338630769,109.4568846,4,231679.3077,6023662,26,pop,69,41.84615385
This Is: Gorillaz,37i9dQZF1DWSxQLa5KoDYW,248566,0.6518,0.6979,5.575,-6.82285,0.6,0.107725,0.129659753,0.135824916,0.312955,0.5899025,123.97395,3.95,210509.375,8420375,40,None,80,59.025
This Is: Drake,37i9dQZF1DX7QOv5kjbU68,1542725,0.743836735,0.568530612,4.918367347,-7.91855102,0.551020408,0.21585102,0.131307061,0.002900022,0.173963265,0.386630612,125.7128571,4,240365.6735,11777918,49,rap,80,70.73469388
This is: Jerry Garcia,37i9dQZF1DX8N0xov3IdrH,44168,0.548759259,0.51597963,4.518518519,-11.37031481,0.833333333,0.040674074,0.42506463,0.154590652,0.309492593,0.62912963,117.5691296,3.740740741,382377.6111,20648391,54,rock,56,24.01851852
This is: Joni Mitchell,37i9dQZF1DX94esvuBEVw6,25342,0.53302,0.306458,3.9,-12.73566,0.82,0.036702,0.770706,0.017389801,0.151108,0.43865,110.69594,3.74,262924.98,13146249,50,blues,62,38
This Is: Little Mix,37i9dQZF1DWY24WaVcCqqH,333660,0.615731707,0.739268293,5.682926829,-4.439682927,0.609756098,0.098236585,0.20065178,2.16E-05,0.250109756,0.570463415,125.2990976,4,215713.4634,8844252,41,pop,89,52.34146341
This Is: London Grammar,37i9dQZF1DX7FLzW9rNIxr,59125,0.55396,0.478968,5.36,-8.82732,0.52,0.040768,0.58834,0.040652567,0.113912,0.191344,117.49524,4.04,244732.52,6118313,25,indie,58,32.72
This is: Lou Reed,37i9dQZF1DXdVelxaccCqL,35960,0.50696,0.52496,4.9,-11.07174,0.86,0.049386,0.383068,0.170370575,0.238692,0.4962,115.77092,3.96,283264,14163200,50,rock,71,32.48
This Is: Max Martin,37i9dQZF1DWXDAhqlN7e6W,15482,0.624113636,0.753068182,5.318181818,-5.027818182,0.5,0.069454545,0.058763255,0.00123398,0.165731818,0.560022727,128.4298409,4,220912.0682,9720131,44,pop,80,55.61363636
This is: Maxwell,37i9dQZF1DWTqZKf590Jo5,26179,0.636347826,0.52473913,5.217391304,-9.171521739,0.52173913,0.078034783,0.313152174,0.020239671,0.246721739,0.529304348,110.9654348,3.956521739,289775.5652,6664838,23,pop,62,44.43478261
This is: Margo Price,37i9dQZF1DX5P58TnuVGha,529,0.594692308,0.515692308,5.807692308,-8.6285,0.769230769,0.286207692,0.485161538,0.026418794,0.198438462,0.559980769,119.0830769,3.076923077,152210.0769,3957462,26,country,44,22.96153846
This Is: Nick Cave,37i9dQZF1DWYEHBVWXZn8H,28862,0.416372549,0.532507843,4.745098039,-10.16592157,0.666666667,0.04942549,0.339375754,0.064998075,0.17005098,0.391833333,125.1883725,3.901960784,267849.902,13660345,51,rock,53,14.19607843
This Is: Nickelback,37i9dQZF1DX6JuPU62sIoU,104317,0.547057143,0.887742857,6.2,-4.318914286,0.742857143,0.0493,0.007386839,0.030914414,0.189465714,0.570828571,130.2609714,4,229218.6857,8022654,35,metal,75,57.51428571
This Is: Radiohead,37i9dQZF1DX1XDyq5cTk95,172738,0.392894,0.54074,5.56,-9.74924,0.5,0.046036,0.3626737,0.338651643,0.158946,0.308902,121.52574,3.9,262257.5,13112875,50,rock,78,55.64
This Is: R.E.M.,37i9dQZF1DWSNpCo0vJUOm,51861,0.462452459,0.705606557,4.770491803,-7.329032787,0.770491803,0.039857377,0.206874377,0.112226778,0.234867213,0.566180328,128.8468525,3.885245902,238931.1475,14574800,61,rock,70,37.29508197
This Is: Rihanna,37i9dQZF1DWWhBhYl3ZMvY,738239,0.621694444,0.664666667,5.527777778,-5.453694444,0.5,0.077902778,0.176969861,0.007842477,0.162838889,0.503286111,119.3651111,3.944444444,230045.9444,8281654,36,pop,81,64.41666667
This is: Roxette,37i9dQZF1DX8IAL5KfmFJA,31661,0.55906,0.67504,5.28,-6.4089,0.84,0.033608,0.12733988,0.005877675,0.171356,0.517354,122.70866,3.96,240227,12011350,50,pop,67,38.56
This Is: Sampha,37i9dQZF1DX86aPVQf2emM,32446,0.602257143,0.459742857,4.828571429,-10.5642,0.514285714,0.079317143,0.498856,0.091012566,0.26448,0.309342857,123.0143143,4.028571429,240661.0857,8423138,35,indie,66,47.45714286
This Is: Skepta,37i9dQZF1DX5WbJFtYTzv7,36166,0.724478261,0.743347826,4.913043478,-6.287565217,0.630434783,0.218869565,0.131546739,0.000349873,0.195623913,0.503391304,135.7672826,4,197140.8696,9068480,46,electronic,64,42.65217391
This is: Spice Girls,37i9dQZF1DWWUJdr9ahsbf,51136,0.646697674,0.769906977,5.302325581,-5.89844186,0.558139535,0.050534884,0.118612116,0.044096916,0.174111628,0.647797674,119.9307209,4,242659.7209,10434368,43,pop,78,43.51162791
This is: Sting,37i9dQZF1DX8yMCqd4JdaS,95900,0.56408,0.492394,4.4,-11.30576,0.62,0.057232,0.3411878,0.029793117,0.127564,0.46284,111.4317,3.92,259721.58,12986079,50,rock,71,38.28
This Is: Take That,37i9dQZF1DX5joH2aOAS4r,30128,0.55645,0.749175,5.125,-7.655125,0.7,0.04776,0.144365,0.000852874,0.1823875,0.521375,119.8536,3.975,238957.8,9558312,40,pop,64,36.1
This Is: Stormzy,37i9dQZF1DX9AFOBBZSMWw,88167,0.630466667,0.680017778,5.244444444,-6.886133333,0.6,0.259793333,0.264634022,0.000164269,0.186386667,0.526026667,120.2724,4.044444444,226858.4667,10208631,45,electronic,73,49.6
This is: Tina Turner,37i9dQZF1DX4UK2Qu9x6KC,32220,0.58297561,0.668936829,5.170731707,-9.519609756,0.682926829,0.056921951,0.249835854,0.019490931,0.221580488,0.626721951,121.6062927,3.87804878,249677.1951,10236765,41,blues,64,34.90243902
This is: Tony Bennett,37i9dQZF1DX4c84KflUhSt,38991,0.382315789,0.254305263,4.894736842,-12.34894737,0.684210526,0.041124561,0.851947368,0.001705306,0.187742105,0.251063158,107.1580351,3.754385965,202090.614,11519165,57,oldies,63,36.35087719
This Is: TrentemÃ¸ller,37i9dQZF1DX4cEqBpR9k1C,13768,0.578676471,0.627176471,5.588235294,-10.12761765,0.5,0.051485294,0.185462765,0.5292111,0.240491176,0.292888235,126.0397353,3.852941176,329676.2353,11208992,34,pop,50,30.20588235
This Is: U2,37i9dQZF1DX8kI525v95Yu,222648,0.466060976,0.661041463,5.341463415,-9.671853659,0.768292683,0.040312195,0.100386439,0.10679374,0.257235366,0.40527439,124.1125488,3.975609756,275096.9146,22557947,82,rock,71,46.58536585
This Is: Van Morrison,37i9dQZF1DWUHyTgDVMaG1,53496,0.548807692,0.490711538,5,-10.44553846,0.788461538,0.043603846,0.460798077,0.029546549,0.158690385,0.569711538,121.2283269,3.884615385,318326.9615,16553002,52,rock,76,42.5
This Is: Volbeat,37i9dQZF1DWYrXu9rm1zUZ,73999,0.435205882,0.911882353,3.647058824,-4.616264706,0.823529412,0.058111765,0.000800746,0.053691473,0.166338235,0.450970588,113.6499706,3.970588235,245006.0588,8330206,34,metal,69,46.44117647
This is: Wiley,37i9dQZF1DXbW9wx2hgf03,9712,0.706909091,0.840977273,5.363636364,-5.373295455,0.545454545,0.274913636,0.159071591,0.027744472,0.161213636,0.729431818,134.4782273,4.022727273,196883.0455,8662854,44,electronic,62,30.47727273
This Is: The Fall,37i9dQZF1DX7mMRxgkst0Y,6985,0.46385,0.793633333,5.716666667,-9.128533333,0.766666667,0.090786667,0.11389229,0.286854195,0.248635,0.549448333,130.5346833,4,285495.8333,17129750,60,rock,45,12.65
Best of John Peel Sessions,37i9dQZF1DWY3pbjsJ6MxA,17820,0.472975,0.688078333,4.05,-9.571816667,0.8,0.082223333,0.158647941,0.287719842,0.200263333,0.51217,123.0722167,3.9,276171.8167,16570309,60,rock,43,14.7
This Is: The xx,37i9dQZF1DWSp9aN7lDNHp,113200,0.628133333,0.450166667,5.033333333,-11.9607,0.533333333,0.04969,0.549168667,0.403682803,0.144433333,0.27501,119.4033,4,232179.0333,6965371,30,dance,72,58.83333333
This Is: David Axelrod,37i9dQZF1DX4n3DaGTtM0p,3562,0.413652174,0.480391304,6.956521739,-11.09686957,0.434782609,0.045465217,0.357604348,0.546713043,0.227986957,0.38923913,118.6166087,3.913043478,283815.1304,6527748,23,blues,53,22.86956522
New Noise,37i9dQZF1DWT2jS7NwYPVI,256768,0.477425926,0.700990741,5.657407407,-5.057648148,0.555555556,0.055615741,0.049221454,0.03026087,0.169786111,0.443638889,119.9315556,3.638888889,195159.0278,21077175,108,None,76,42.75925926
Digging Now,37i9dQZF1DX82GYcclJ3Ug,668326,0.56625,0.750056818,5.284090909,-5.455170455,0.625,0.061925,0.064523818,0.03018485,0.1687375,0.5018375,123.0800682,3.977272727,217517.9432,19141579,88,rock,76,53.32954545
Rock Solid,37i9dQZF1DX49jUV2NfGku,944205,0.48654,0.80486,5.74,-5.8405,0.6,0.062732,0.0241865,0.064895861,0.199264,0.453702,125.3978,3.94,247698.44,12384922,50,rock,81,66.98
Best of 2016 Rock This,37i9dQZF1DX1Jg9KZ76Rr9,37909,0.436848739,0.679773109,4.445378151,-4.135915966,0.445378151,0.049757143,0.046853454,0.029513275,0.158715966,0.397487395,100.355563,3.344537815,186552.8151,22199785,119,rock,82,43.96638655
Rock Party,37i9dQZF1DX8FwnYE6PRvL,145936,0.506,0.785074074,5.416666667,-5.826842593,0.62037037,0.078603704,0.042889936,0.05851789,0.197637037,0.584666667,118.499213,3.685185185,208811.4537,22551637,108,rock,80,57.92592593
Rock Classics,37i9dQZF1DWXRqgorJj26U,2831936,0.418503876,0.547968992,4.03875969,-6.797937984,0.581395349,0.049292248,0.133449197,0.0425769,0.13151938,0.480410853,95.2214031,3.062015504,207282.6434,26739461,129,rock,80,46.27131783
You & Me,37i9dQZF1DX6mvEU1S6INL,266061,0.50427451,0.600843137,5.37254902,-7.54854902,0.647058824,0.043198039,0.216451842,0.08653055,0.125964706,0.325920588,122.1797843,3.803921569,239738.598,24453337,102,rock,75,40.61764706
This Is: Beastie Boys,37i9dQZF1DX46YR1jKxz8o,44309,0.728352941,0.768558824,4.5,-9.602441176,0.647058824,0.170782353,0.153075029,0.07946355,0.213905882,0.621852941,111.9330588,3.882352941,211543.3824,7192475,34,rock,70,45.35294118
It's ALT Good!,37i9dQZF1DX2SK4ytI2KAZ,175955,0.3854375,0.588569444,3.430555556,-3.284340278,0.555555556,0.039365278,0.017352609,0.022613785,0.137615278,0.374,84.78722917,2.756944444,148212.6389,21342620,144,rock,83,33.88888889
The Scene,37i9dQZF1DWZkHEX2YHpDV,281098,0.301192547,0.544397516,3.198757764,-2.769248447,0.372670807,0.044640373,0.011896739,0.016767435,0.130102484,0.275789441,82.4567205,2.465838509,134347.7329,21629985,161,pop,72,26.60869565
Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,348982,0.33076259,0.647035971,3.81294964,-3.300726619,0.431654676,0.066179856,0.003544241,0.03067368,0.163043165,0.297784173,97.60784173,2.834532374,161668.6906,22471948,139,metal,72,33.15827338
Big In Japan,37i9dQZF1DXbR32Ldau7WM,17263,0.4938,0.8296,5.36,-4.83126,0.7,0.074868,0.067322794,0.164907111,0.190254,0.4826,129.94894,3.96,252384.28,12619214,50,rock,50,30.64
This Is: Ryan Adams,37i9dQZF1DXdXKIWnpyigm,16883,0.505125,0.437507143,6.982142857,-10.26398214,0.839285714,0.036819643,0.365212148,0.049385975,0.161228571,0.405560714,120.0056964,3.892857143,243337.2143,13626884,56,country,57,33.66071429
This Is: The Black Keys,37i9dQZF1DX2rBR3X9E86S,46368,0.493714286,0.713914286,5.4,-6.598,0.571428571,0.063194286,0.299200771,0.126295674,0.186625714,0.538628571,118.5552714,3.985714286,211898.3286,14832883,70,rock,68,35.75714286
This Is: Tom Petty,37i9dQZF1DWUlZhYdX0uqM,130388,0.546509804,0.637843137,4.882352941,-8.070372549,0.784313725,0.035592157,0.138499608,0.010167218,0.242229412,0.614215686,120.0882941,3.960784314,239730.2353,12226242,51,rock,71,54.2745098
This Is: Nirvana,37i9dQZF1DX82CY3GzF2m6,214538,0.418555556,0.769259259,5.37037037,-8.491148148,0.666666667,0.07612037,0.156207804,0.151812806,0.255014815,0.413101852,129.6996667,3.981481481,212411.7593,11470235,54,rock,74,45.98148148
This Is: Ramones,37i9dQZF1DWWc7UGhP4Mpw,36948,0.477794118,0.856441176,6.058823529,-5.982,0.911764706,0.049138235,0.079222789,0.086289368,0.222964706,0.742382353,161.9704412,3.970588235,143559.7059,4881030,34,rock,65,26.02941176
This Is: Green Day,37i9dQZF1DWVPJN9etkrEa,197898,0.442078125,0.838875,5.609375,-4.712515625,0.84375,0.062209375,0.051120352,0.031574281,0.176189062,0.62258125,133.0797969,3.984375,220939.9844,14140159,64,rock,78,55.265625
This Is: Metallica,37i9dQZF1DXbj9Ksq4BAdj,375525,0.404911765,0.899161765,6.058823529,-5.790205882,0.588235294,0.089002941,0.002537999,0.167085289,0.131529412,0.395744118,129.9085882,3.985294118,354683.8529,24118502,68,metal,63,24.79411765
This Is: Jane's Addiction,37i9dQZF1DXcGV9sg8bMdx,6887,0.420924242,0.795113636,6.318181818,-7.478712121,0.757575758,0.068439394,0.092945556,0.085309849,0.371615152,0.363221212,117.7726061,3.984848485,276416.1667,18243467,66,metal,62,30.77272727
This Is: Oasis,37i9dQZF1DWXupFIUw7TOC,174103,0.349608,0.80782,4.72,-4.08008,0.72,0.050142,0.080649991,0.033617483,0.245738,0.296066,121.98306,4,304082.7,15204135,50,rock,71,23.58
This Is: Kiss,37i9dQZF1DX5L9gRaHajqj,36093,0.501538462,0.834953846,4.784615385,-6.904907692,0.769230769,0.087121538,0.190549617,0.035808206,0.36984,0.499743077,128.0566923,3.969230769,234393.8769,15235602,65,rock,55,20.18461538
Rock Save The Queen,37i9dQZF1DXcDnIr0iKAG8,194394,0.382677966,0.709830508,4.661016949,-4.057711864,0.5,0.05975678,0.021373961,0.052752496,0.159810169,0.398562712,113.5833644,3.355932203,178191.0254,21026541,118,indie,68,31.29661017
Dirty Rock,37i9dQZF1DWY6vTWIdZ54A,159534,0.419732759,0.660508621,3.775862069,-4.693318966,0.525862069,0.064846552,0.074831835,0.04672304,0.171200862,0.415125862,103.7889138,3.362068966,185673.9397,21538177,116,rock,83,34.42241379
One More Rep,37i9dQZF1DX5OUjSS1OMgV,235119,0.483873418,0.92535443,5.658227848,-4.361594937,0.544303797,0.096775949,0.005583085,0.044450675,0.2451,0.481458228,127.9828481,3.949367089,225993.2025,17853463,79,metal,73,49.15189873
90s Rock Renaissance,37i9dQZF1DWZn9s1LNKPiM,713809,0.288798742,0.470314465,3.477987421,-4.65818239,0.440251572,0.033967925,0.03607127,0.042460714,0.110402516,0.32192956,77.57559119,2.452830189,161323.5975,25650452,159,rock,80,35.61006289
Soak Up The Sun,37i9dQZF1DX6ALfRKlHn1t,610010,0.53925641,0.651222222,4.487179487,-5.021470085,0.598290598,0.049694872,0.070798846,0.02993077,0.151791453,0.549358974,101.5760598,3.401709402,191146.1453,22364099,117,rock,84,45.70940171
License To Chill,37i9dQZF1DXa9xHlDa5fc6,165333,0.349836735,0.460006803,3.537414966,-4.41077551,0.43537415,0.029479592,0.116750054,0.052126252,0.110563946,0.288393878,82.50540816,2.707482993,158690.7007,23327533,147,rock,76,30.39455782
Rockin' Vibes,37i9dQZF1DX2aneNMeYHQ8,236037,0.345925676,0.514466216,3.385135135,-3.817425676,0.486486486,0.038052703,0.058701779,0.056013606,0.120383108,0.329454054,86.45328378,2.668918919,149467.1081,22121132,148,rock,83,28.80405405
Rock Ballads,37i9dQZF1DWXs1L3AC0Xio,100751,0.443289855,0.630782609,5.028985507,-6.668028986,0.652173913,0.038292754,0.191908126,0.043173758,0.165888406,0.298372464,125.2176377,3.826086957,252015.5217,17389071,69,metal,75,46.28985507
Totally Alternative,37i9dQZF1DXa6YOhGMjjgx,283407,0.346273381,0.588834532,4.136690647,-3.506172662,0.431654676,0.045215108,0.016393793,0.050594725,0.142028058,0.326533813,92.92369065,2.856115108,156364.3022,21734638,139,rock,69,32.74820144
Nu Metal,37i9dQZF1DXcfZ6moR6J0G,298964,0.354271429,0.6261,4.114285714,-3.488714286,0.464285714,0.05872,0.006058919,0.026111466,0.148342857,0.332821429,90.01839286,2.85,161466.2929,22605281,140,metal,83,37.6
Alternative Beats,37i9dQZF1DWXMg4uP5o3dm,39507,0.603043956,0.712879121,5.681318681,-6.191626374,0.615384615,0.075173626,0.119125408,0.079935945,0.16739011,0.439462637,111.2299011,3.989010989,224036.4945,20387321,91,indie,76,42.36263736
Take Note of These Covers,37i9dQZF1DX2S9rTKTX6JP,23652,0.467021277,0.753118085,5.882978723,-6.297648936,0.638297872,0.071876596,0.158333386,0.051785207,0.236245745,0.477625532,123.6626596,3.925531915,233156.5106,21916712,94,rock,75,41.69148936
Epic Wall of Sound,37i9dQZF1DX6ujZpAN0v9r,88636,0.347166,0.68406,5.46,-7.91172,0.8,0.042932,0.047560112,0.662651066,0.176328,0.287804,128.59884,3.84,266773.36,13338668,50,rock,54,32.54
Rock Me UP!,37i9dQZF1DX0wiundViT27,358779,0.485950617,0.894901235,6.148148148,-4.630012346,0.617283951,0.077817284,0.010301822,0.038693846,0.237755556,0.517033333,138.4381358,3.975308642,218315.9877,17683595,81,rock,77,50.90123457
All Things Post,37i9dQZF1DX9Mqxt6NLTDY,41867,0.376365278,0.862305556,5.263888889,-5.373402778,0.513888889,0.075604167,0.022405983,0.212689949,0.232073611,0.347194444,132.750625,3.888888889,227992.8333,16415484,72,punk,65,35.18055556
Emo Forever,37i9dQZF1DX9wa6XirBPv8,311529,0.453444444,0.844393939,5.696969697,-4.916262626,0.646464646,0.070648485,0.042159606,0.006667911,0.193038384,0.460431313,137.6643434,3.939393939,218148.1919,21596671,99,punk,74,42.21212121
Classic Hardcore,37i9dQZF1DXaGNG7NmtmZv,34389,0.361619048,0.936634921,5.936507937,-5.55031746,0.857142857,0.108561905,0.005986115,0.132454591,0.229225397,0.39321746,122.887,3.984126984,170350.6508,10732091,63,punk,45,27.76190476
Rock Gaming,37i9dQZF1DWZjmJmeiazwd,171085,0.248459596,0.423424242,2.732323232,-2.668414141,0.303030303,0.033423737,0.00936802,0.024455376,0.107166667,0.232335354,63.50854545,1.98989899,118597.8333,23482371,198,metal,84,27.31313131
New Boots,37i9dQZF1DX8S0uQvJ4gaa,452103,0.588689655,0.737689655,5.810344828,-5.354913793,0.775862069,0.045391379,0.150715345,0.000218056,0.147651724,0.556344828,121.299931,4,194119.7241,11258944,58,other,90,57.96551724
Wild Country,37i9dQZF1DX5mB2C8gBeUM,647973,0.591345455,0.707490909,5.872727273,-5.835472727,0.836363636,0.048438182,0.180489818,8.17E-05,0.14684,0.555101818,117.9092,3.909090909,192165.5091,10569103,55,country,90,57.81818182
Country Gold,37i9dQZF1DWYnwbYQ5HnZU,955993,0.56696,0.76974,5.62,-5.24616,0.92,0.038612,0.11476134,0.006295993,0.157368,0.57954,126.8609,3.98,222771.96,11138598,50,country,75,57.12
Texas Music Now,37i9dQZF1DX3Ee0ngF5ZVQ,223544,0.532686275,0.694039216,5.31372549,-5.778078431,0.882352941,0.035117647,0.116455765,0.010900731,0.150021569,0.515803922,126.6147451,3.862745098,226619.3725,11557588,51,country,67,46.62745098
Country Coffeehouse,37i9dQZF1DWYiR2Uqcon0X,286696,0.532490566,0.363537736,5.754716981,-9.817377358,1,0.032633962,0.604142642,0.004632556,0.112201887,0.300779245,117.5877547,3.886792453,232125.5472,12302654,53,country,67,49.0754717
Canadian Country,37i9dQZF1DWW7RgkOJG32Y,41299,0.553764706,0.816941176,5.117647059,-5.069176471,0.921568627,0.046603922,0.106288131,0.005067308,0.151856863,0.586823529,129.5841373,3.980392157,204602.8431,10434745,51,other,55,33.64705882
Country Kind of Love,37i9dQZF1DX8WMG8VPSOJC,532415,0.575615385,0.685307692,6.134615385,-5.908384615,0.942307692,0.039211538,0.209058923,0.003693896,0.147875,0.509826923,120.5476346,3.961538462,207686.2885,10799687,52,country,90,57.92307692
Country Nights,37i9dQZF1DWXi7h4mmmkzD,332814,0.579816327,0.76622449,6.040816327,-5.161265306,0.897959184,0.039559184,0.121292592,0.004932063,0.172638776,0.57944898,122.0986327,3.979591837,218233.0408,10693419,49,country,82,50.67346939
Chillin' on a Dirt Road,37i9dQZF1DWTkxQvqMy4WW,985511,0.585528302,0.761924528,5.905660377,-5.299981132,0.943396226,0.038896226,0.142061057,0.006015043,0.182169811,0.648377358,126.7283962,4,213547.8491,11318036,53,country,82,58.09433962
Country by the Grace of God,37i9dQZF1DWU2LcZVHsTdv,121558,0.500960784,0.578431373,4.725490196,-6.82472549,1,0.033627451,0.304050196,0.000144214,0.178180392,0.373884314,121.5833333,3.921568627,230760.2941,11768775,51,country,65,42.2745098
This Is: Merle Haggard,37i9dQZF1DWU1xHgjMaSpW,19574,0.624047059,0.401725882,4.576470588,-12.16654118,1,0.044014118,0.518484941,0.029729559,0.172736471,0.5824,116.6269412,3.894117647,185230.2824,15744574,85,rock,52,25
This Is:  Johnny Cash,37i9dQZF1DX1kw8OX1mNoI,104034,0.62330303,0.494181818,5.575757576,-10.57209091,0.848484848,0.063822727,0.623695455,0.023669097,0.28254697,0.665469697,113.4941212,3.939393939,172582.4091,11390439,66,country,69,42.75757576
From Beginning To End:  Johnny Cash,64FJj5HaUHR6KrKSsU8KPx,18136,0.421662252,0.325119205,3.993377483,-7.575470199,0.629139073,0.043711921,0.444680795,0.010877563,0.152940397,0.498019868,73.41116556,2.589403974,105959.9073,15999946,151,country,67,19.11258278
Country Icon,37i9dQZF1DWVpjAJGB70vU,267257,0.646326923,0.657884615,4.769230769,-8.210346154,0.980769231,0.032730769,0.266651519,0.001912504,0.189419231,0.691557692,126.5536346,3.980769231,205678.7692,10695296,52,country,64,50.67307692
New Traditions: Country Heroes,37i9dQZF1DX24Kh15JFQJ0,136842,0.567103448,0.63787931,5.275862069,-6.810775862,0.862068966,0.037094828,0.280481034,0.001750882,0.170163793,0.477465517,120.7789828,3.931034483,225451.5862,13076192,58,country,72,40.9137931
It's a Southern Thing,37i9dQZF1DXbDjX0hus3Iu,142805,0.514814815,0.745259259,4.888888889,-6.850703704,0.851851852,0.04605,0.144631444,0.040437585,0.164675926,0.625072222,123.4689444,3.907407407,257115.5926,13884242,54,rock,73,39.77777778
Field Party,37i9dQZF1DXc0fQ4sGOnVJ,100554,0.651784314,0.781784314,5.823529412,-5.614294118,0.764705882,0.108837255,0.095093235,0.018353257,0.198235294,0.597176471,127.6118431,4,227557.5098,11605433,51,country,65,40.29411765
Classic Honky Tonk,0NfjMqrzcGKVsbYZmhf4Md,1609,0.6105,0.38276,5.04,-11.11494,0.98,0.03636,0.748582,0.008382122,0.186466,0.7356,123.46194,3.94,157762.68,7888134,50,country,44,20.7
country ROCKS!!,37i9dQZF1DWWH0izG4erma,96840,0.562764706,0.753039216,5.215686275,-5.872392157,0.803921569,0.050658824,0.112202059,0.027905766,0.173623529,0.617762745,129.1105294,3.941176471,224380.1765,11443389,51,country,79,44.74509804
Signed XOXO,37i9dQZF1DX2A29LI7xHn1,1299800,0.7319,0.624571429,5.257142857,-6.415971429,0.5,0.159814286,0.167066114,0.004493707,0.1821,0.453614286,129.4711714,3.971428571,226760.2,15873214,70,rap,96,67.35714286
Gold School,37i9dQZF1DWVA1Gq4XHa6U,1487600,0.63544,0.72872,5.72,-6.12368,0.72,0.312852,0.1109484,0.000213688,0.242024,0.6358,119.0658,4,235716.48,5892912,25,rap,64,48.92
Get Turnt,37i9dQZF1DWY4xHQp97fN6,3252752,0.76983,0.637,5.07,-6.50882,0.58,0.215198,0.14292202,0.002435452,0.177865,0.439648,126.47096,4,217883.27,21788327,100,rap,96,68.58
"Love, Sex & Water",37i9dQZF1DWX3387IZmjNa,1232340,0.66116,0.52868,5.06,-7.99792,0.62,0.203534,0.2993654,0.002335475,0.17214,0.400316,120.00988,3.82,224304.56,11215228,50,rap,85,65.06
African Heat,37i9dQZF1DWYkaDif7Ztbp,180717,0.7553,0.6545,5.733333333,-6.2004,0.533333333,0.121618333,0.226112333,0.013187133,0.143866667,0.673475,114.9734667,4.033333333,221929.1,13315746,60,dance,75,51.93333333
Mind Right,37i9dQZF1DX5hR0J49CmXC,382862,0.632133333,0.668866667,5.866666667,-7.7145,0.533333333,0.308986667,0.212209133,0.030145012,0.23935,0.559566667,114.6845,4,249640.7,7489221,30,rap,72,47.8
Dancehall Official,37i9dQZF1DXan38dNVDdl4,428368,0.701716667,0.732933333,5.433333333,-5.677483333,0.516666667,0.203083333,0.177751267,0.000147798,0.160641667,0.653933333,106.1218833,4.166666667,205140.8167,12308449,60,dance,74,48.41666667
